summary,id,issue_type,priority,severity,story_points,sprint_id,created_at,resolved_at,actual_completed_rank,status
3.4.3 Won't Install,SRCTREEWIN-13552,bug,low,minor,3,20,2-Apr-21,13-Apr-21,32381,Done
Not able to clone git repos,SRCTREEWIN-13550,bug,low,major,4,24,31-Mar-21,,,To Do
ssl cerficate,SRCTREEWIN-13549,bug,low,minor,2,28,30-Mar-21,,,To Do
Cannot open a terminal when system git is enabled,SRCTREEWIN-13547,bug,low,minor,6,21,27-Mar-21,29-Mar-21,32384,Done
Remote branch name resets to empty string when select for pushing the first time,SRCTREEWIN-13546,bug,low,major,8,5,25-Mar-21,7-Apr-21,32385,Done
Github Login required despite no repository or login of github used!,SRCTREEWIN-13545,bug,low,minor,8,6,25-Mar-21,,,To Do
Sourcetree erroneously closing pageant on exit,SRCTREEWIN-13544,bug,low,minor,3,6,24-Mar-21,24-Mar-21,32387,Done
Terminal no longer opens,SRCTREEWIN-13543,bug,low,major,3,13,22-Mar-21,24-Mar-21,32388,Done
Failed stage lines,SRCTREEWIN-13541,bug,low,major,7,9,5-Mar-21,,,To Do
Cannot unstage hunk,SRCTREEWIN-13540,bug,low,major,4,19,5-Mar-21,,,To Do
Data,SRCTREEWIN-13539,bug,low,critical,2,24,18-Mar-21,23-Apr-21,32391,Done
Application crashes when...,SRCTREEWIN-13538,bug,low,major,2,7,18-Mar-21,29-Mar-21,32392,Done
Embedded PuTTY replaces running instance of PuTTY,SRCTREEWIN-13537,bug,low,minor,8,1,18-Mar-21,,,To Do
add option to ignore EOL and .symlink files,SRCTREEWIN-13536,suggestion,low,,4,8,18-Mar-21,,,To Do
cannot resolve conflicts on changed files with removed files from master branch,SRCTREEWIN-13535,bug,low,major,4,2,17-Mar-21,9-Apr-21,32395,Done
Sourcetree on exit terminates pageant process while it should not,SRCTREEWIN-13534,bug,low,major,5,18,16-Mar-21,16-Mar-21,32396,Done
Git Bash cannot be opened anymore with Git 2.31,SRCTREEWIN-13533,bug,low,major,4,14,16-Mar-21,17-Jun-21,32397,Done
Can't find correct git.exe path,SRCTREEWIN-13531,bug,low,minor,1,24,14-Mar-21,,,To Do
External merge does not work in windows sourcetree,SRCTREEWIN-13518,bug,low,major,1,5,11-Mar-21,,,To Do
paste path into sourcetree (with ctrl-v) selects the file,SRCTREEWIN-13517,suggestion,low,,7,18,14-Feb-21,,,To Do
Adding WinMerge to merge tool selection,SRCTREEWIN-13514,suggestion,low,,1,18,8-Mar-21,,,To Do
RepoHandlerGitOld.NeedsLargeFilesPull incorrectly returning true for files reported unchanged by LFS,SRCTREEWIN-13513,bug,low,minor,1,30,8-Mar-21,22-Oct-21,32402,Done
Impossible to access to the Remote Account page,SRCTREEWIN-13511,bug,low,critical,7,19,7-Mar-21,,,To Do
Logical tree level for local branches,SRCTREEWIN-13496,suggestion,low,,2,21,6-Mar-21,,,To Do
Group repositories by project,SRCTREEWIN-13485,suggestion,low,,7,8,3-Mar-21,,,To Do
Application crashed while selecting files to stage,SRCTREEWIN-13484,bug,low,minor,4,26,3-Mar-21,12-Apr-21,32406,Done
Cannot browse/switch to system mercurial,SRCTREEWIN-13483,bug,low,major,6,2,3-Mar-21,,,To Do
Subwindow drap and drop can not be dropped at any position in File Status and History tab for notebook screen proportion,SRCTREEWIN-13482,bug,low,major,8,19,17-Feb-21,,,To Do
Allow current file path text to be selected/copied,SRCTREEWIN-13481,suggestion,low,,1,10,1-Mar-21,,,To Do
RCE via git-lfs in Sourcetree for Windows - CVE-2021-21237,SRCTREEWIN-13480,bug,low,critical,3,7,26-Feb-21,26-Feb-21,32410,Done
Add option to Sort Files by Modified date,SRCTREEWIN-13479,suggestion,low,,7,21,25-Feb-21,,,To Do
Sourcetree shuts down foreign pageant process,SRCTREEWIN-13478,bug,low,minor,7,17,25-Feb-21,2-Mar-21,32412,Done
spell check of commit messages does not work,SRCTREEWIN-13477,bug,low,major,6,5,25-Feb-21,15-Mar-21,32413,Done
support clone SVN in Windows,SRCTREEWIN-13476,suggestion,low,,1,6,24-Feb-21,,,To Do
Sourcetree closes pageant on exit even if it hadn't been started by Sourcetree.,SRCTREEWIN-13475,bug,low,minor,2,13,23-Feb-21,17-Jun-21,32415,Done
SourceTree Crashes if launched by a non-admin while another user is running PAgent,SRCTREEWIN-13474,bug,low,major,4,8,23-Feb-21,17-Jun-21,32416,Done
Unable to checkout to a local branch.,SRCTREEWIN-13473,bug,low,critical,5,18,22-Feb-21,17-Jun-21,32417,Done
Sourcetree closes on Cancelling the checking out branch from browser,SRCTREEWIN-13472,bug,low,minor,7,24,22-Feb-21,22-Oct-21,32418,Done
Allow tags to be added using date of commit instead of current date,SRCTREEWIN-13470,suggestion,low,,1,22,18-Feb-21,,,To Do
Remote not detected after username & password keyed in,SRCTREEWIN-13469,bug,low,minor,3,7,18-Feb-21,,,To Do
go to HEAD,SRCTREEWIN-13468,suggestion,low,,5,12,16-Feb-21,,,To Do
SourceTree merge resolve conflicts doesn't launch beyond compare,SRCTREEWIN-13467,bug,low,major,7,16,14-Feb-21,,,To Do
100% Disk usage,SRCTREEWIN-13466,bug,low,critical,2,24,12-Feb-21,,,To Do
3.4.3-beta-1 issues,SRCTREEWIN-13465,bug,low,major,5,30,11-Feb-21,,,To Do
Code selection copy in Commit history view makes app unresponsive,SRCTREEWIN-13464,bug,low,major,1,29,10-Feb-21,,,To Do
Intermitent GitHub/GitLab login window is shown,SRCTREEWIN-13463,bug,low,minor,6,24,9-Feb-21,,,To Do
Launch SSH Agent should display correct state,SRCTREEWIN-13459,bug,low,minor,6,9,8-Feb-21,22-Feb-21,32427,Done
Sourcetree freezing on being left in background,SRCTREEWIN-13458,bug,low,major,1,12,8-Feb-21,11-Nov-21,32428,Done
v3.8.8 - Local repository list freezes when scrolling is needed,SRCTREEWIN-13457,bug,low,minor,4,22,7-Feb-21,8-Feb-21,32429,Done
Optional extended integration settings of remote are not saved across SourceTree restarts,SRCTREEWIN-13450,bug,low,major,1,8,5-Feb-21,22-Oct-21,32430,Done
Application get crashed while clicking on edit button in remote settings,SRCTREEWIN-13449,bug,low,critical,5,16,5-Feb-21,5-Feb-21,32431,Done
Buffer overflow with git shell,SRCTREEWIN-13448,bug,low,major,3,18,4-Feb-21,,,To Do
Unable to create pull request,SRCTREEWIN-13447,bug,low,major,5,21,3-Feb-21,4-Feb-21,32433,Done
Report how conflict was resolved,SRCTREEWIN-13446,suggestion,low,,8,21,3-Feb-21,,,To Do
Cannot fetch or pull on Sourcetree for windows,SRCTREEWIN-13445,bug,low,critical,2,12,2-Feb-21,,,To Do
Startup window default tab incorrect information,SRCTREEWIN-13444,suggestion,low,minor,4,28,30-Jan-21,,,To Do
checkout-existing” option isn’t working with 3.3.9 version of sourcetree as the remote repository details are not being fetched.,SRCTREEWIN-13440,bug,low,major,7,3,1-Feb-21,,,To Do
Can't create a pull request,SRCTREEWIN-13439,bug,low,minor,8,14,1-Feb-21,2-Feb-21,32438,Done
Different branch folders are merged anyway,SRCTREEWIN-13438,bug,low,minor,3,20,1-Feb-21,,,To Do
'git lfs pull' called everytime when starting Sourcetree or opening a repository in a tab,SRCTREEWIN-13437,bug,low,minor,4,12,1-Feb-21,1-Feb-21,32440,Done
Autofocus for jump to commit,SRCTREEWIN-13436,suggestion,low,,3,9,1-Feb-21,,,To Do
SourceTree insists handling a specific repo,SRCTREEWIN-13434,bug,low,major,7,1,30-Jan-21,,,To Do
"SourceTree disappears when using ""Checkout in Sourcetree"" link from Bitbucket",SRCTREEWIN-13433,bug,low,minor,1,17,29-Jan-21,1-Feb-21,32443,Done
Not able to clone repos from bit bucket using source tree,SRCTREEWIN-13432,bug,low,major,6,2,28-Jan-21,,,To Do
"""Run 'git lfs pull' now? is triggered on every startup",SRCTREEWIN-13431,bug,high,minor,2,10,27-Jan-21,17-Jun-21,32445,Done
Custom action parameter $BRANCH not always properly replaced,SRCTREEWIN-13430,bug,low,minor,1,15,26-Jan-21,,,To Do
Unable to clone a repository,SRCTREEWIN-13429,bug,low,major,5,9,22-Jan-21,,,To Do
Pair Programming Note In Commit,SRCTREEWIN-13428,suggestion,low,,3,21,22-Jan-21,,,To Do
"Launching SourceTree getting""Run  'git lfs pull' now"" prompt",SRCTREEWIN-13427,bug,low,minor,3,9,21-Jan-21,22-Jan-21,32449,Done
Changing the remote repository path of project causes SourceTree to crash,SRCTREEWIN-13426,bug,high,critical,1,11,16-Dec-13,22-Jan-21,32450,Done
SourceTree Returns Incomplete & Inaccurate List of Repositories from Bitbucket Server,SRCTREEWIN-13424,bug,low,major,8,7,19-Jan-21,,,To Do
Sourcetree asks to select a Credential Helper and doesn't clone,SRCTREEWIN-13423,bug,low,critical,5,2,18-Jan-21,,,To Do
Vary folder icon if it contains changed/untracked/etc. files,SRCTREEWIN-13422,suggestion,low,,6,14,18-Jan-21,,,To Do
Prompted to download GIT LFS everytime I open SourceTree 3.4.2,SRCTREEWIN-13421,bug,low,critical,1,8,16-Jan-21,22-Jan-21,32454,Done
Sourcetree crashes upon cloning a repository,SRCTREEWIN-13420,bug,low,critical,5,20,18-Jan-21,,,To Do
External difftool extremely slow,SRCTREEWIN-13419,bug,low,critical,2,28,17-Jan-21,,,To Do
LFS file download prompt every time I launch Sourcetree since update to v3.4.2,SRCTREEWIN-13418,bug,low,minor,8,5,14-Jan-21,22-Feb-21,32457,Done
Changing the remote repository path of project causes SourceTree to crash,SRCTREEWIN-13417,bug,low,minor,3,20,14-Jan-21,22-Feb-21,32458,Done
Unable to create pull request,SRCTREEWIN-13416,bug,low,major,1,27,14-Jan-21,22-Jan-21,32459,Done
Troubles accessing REMOTES/origin,SRCTREEWIN-13415,bug,low,critical,6,11,13-Jan-21,,,To Do
git-svn support does not work,SRCTREEWIN-13413,bug,low,major,3,18,11-Jan-21,,,To Do
Rebase children of <commit> interactively... no longer works as before,SRCTREEWIN-13411,bug,low,major,6,30,8-Jan-21,22-Jan-21,32462,Done
RCE via git-lfs in Sourcetree for Windows - CVE-2020-27955,SRCTREEWIN-13410,bug,low,critical,6,3,7-Jan-21,7-Jan-21,32463,Done
Unable to create pull request on bitbucket server,SRCTREEWIN-13409,bug,low,critical,2,21,6-Jan-21,22-Jan-21,32464,Done
Problems with Bitbucket Server Integration in Sourcetree Enterprise,SRCTREEWIN-13406,bug,low,major,8,5,5-Jan-21,,,To Do
Remote project configuration error when creating a Pull Request after starting app,SRCTREEWIN-13405,bug,low,minor,6,30,5-Jan-21,,,To Do
Unable to Open Web Browser Error Message,SRCTREEWIN-13404,bug,low,minor,3,19,5-Jan-21,,,To Do
`.git` folder DELETED on crash,SRCTREEWIN-13399,bug,low,critical,1,9,30-Dec-20,,,To Do
Interactive rebase fails,SRCTREEWIN-13397,bug,low,minor,3,28,28-Dec-20,12-Jan-21,32469,Done
Dark mode still have some popup menu in Light background causing the text to be invisible,SRCTREEWIN-13396,bug,low,minor,2,30,27-Dec-20,18-Nov-21,32470,Done
Sourcetree v3.4.0 interactive rebase window is empty,SRCTREEWIN-13395,bug,low,major,8,12,27-Dec-20,12-Jan-21,32471,Done
Interactive rebase show an empty GUI,SRCTREEWIN-13393,bug,low,critical,3,9,24-Dec-20,12-Jan-21,32472,Done
I am not able to sourcetree with my repository(Azure),SRCTREEWIN-13392,bug,low,critical,2,29,24-Aug-20,,,To Do
Sourcetree rebase interactive is broken in 3.4.0,SRCTREEWIN-13391,bug,low,major,8,3,24-Dec-20,12-Jan-21,32474,Done
Remote Crashes Application,SRCTREEWIN-13389,bug,low,critical,3,22,22-Dec-20,18-Jan-21,32475,Done
Unable to retry auth after bad password entry (LFS?),SRCTREEWIN-13388,bug,low,critical,1,22,20-Dec-20,,,To Do
Source tree 3.3.8  massive performance issue,SRCTREEWIN-13387,bug,low,critical,2,25,10-Dec-20,,,To Do
Can't clone repository on Windows,SRCTREEWIN-13386,bug,low,minor,7,14,11-Dec-20,,,To Do
Sourcetree keeps crashing on Windows,SRCTREEWIN-13385,bug,low,critical,3,17,16-Dec-20,,,To Do
File Contents of renamed files only shows new file in Diff Against Current,SRCTREEWIN-13384,bug,low,minor,3,6,15-Dec-20,,,To Do
Automatic refresh cannot be disabled,SRCTREEWIN-13383,bug,low,minor,5,14,15-Dec-20,,,To Do
SourceTree doesn't remember Remote project configuration after restart,SRCTREEWIN-13382,bug,low,minor,7,2,14-Dec-20,,,To Do
Freeze/hang when scrolling file diff,SRCTREEWIN-13381,bug,low,critical,8,11,13-Dec-20,22-Jan-21,32483,Done
Crash report,SRCTREEWIN-13380,bug,low,critical,6,18,10-Dec-20,,,To Do
PATH environment setting is not working from the Bash console opened by the Terminal menu,SRCTREEWIN-13379,bug,low,major,8,12,9-Dec-20,,,To Do
Пролонгация сертификата на портале,SRCTREEWIN-13376,bug,low,minor,1,14,7-Dec-20,9-Apr-21,32486,Done
Cannot pull changes,SRCTREEWIN-13375,bug,low,critical,4,28,6-Dec-20,,,To Do
When looking closer at the available seats the screen may stop scrolling in the expected way,SRCTREEWIN-13372,bug,low,minor,5,24,5-Dec-20,9-Apr-21,32488,Done
"Git - Enabling ""Push all tags to remotes"" will cause Push to never finish",SRCTREEWIN-13363,bug,low,minor,2,6,3-Dec-20,,,To Do
Sourcetree crashes on launch 99% of the time,SRCTREEWIN-13362,bug,low,critical,2,23,3-Dec-20,,,To Do
Can't login to bitbucket so I can't use the software,SRCTREEWIN-13360,bug,low,critical,2,5,3-Dec-20,,,To Do
'Keep staged changes' checkbox doesn't work when stashing changes,SRCTREEWIN-13358,bug,low,minor,7,2,2-Dec-20,,,To Do
crash,SRCTREEWIN-13355,bug,low,critical,4,25,1-Dec-20,,,To Do
Pull requests are not shown for packages. Source Tree Windows Version,SRCTREEWIN-13354,bug,low,minor,6,14,1-Dec-20,,,To Do
External diff on logged file opens diff for selected file in repo,SRCTREEWIN-13353,bug,low,minor,2,5,30-Nov-20,,,To Do
Global ignore file not working on Windows 10,SRCTREEWIN-13332,bug,low,major,7,18,27-Nov-20,,,To Do
Continue rebase fails,SRCTREEWIN-13331,bug,low,minor,8,20,21-Nov-20,,,Done
config file sourcetreeconfig.json is reset after each start of sourcetree,SRCTREEWIN-13330,bug,low,critical,1,4,20-Nov-20,,,To Do
Same name of repos,SRCTREEWIN-13329,bug,low,minor,5,16,20-Nov-20,,,To Do
Whenever I start Sourcetree I get a tiny Pageant credentials dialog,SRCTREEWIN-13327,bug,low,major,4,4,18-Nov-20,,,To Do
Modificar Medico,SRCTREEWIN-13325,bug,low,major,4,27,18-Nov-20,,,To Do
Crear medico,SRCTREEWIN-13324,bug,low,critical,5,27,18-Nov-20,,,To Do
"Crash on ""Show In Explorer""",SRCTREEWIN-13323,bug,low,critical,5,8,17-Nov-20,,,To Do
Source Tree unable to recognize deleted Brunches by other tool,SRCTREEWIN-13322,bug,low,critical,3,8,12-Nov-20,,,To Do
Github basic login with PAT fails with unhelpful error,SRCTREEWIN-13321,bug,low,minor,7,19,15-Nov-20,,,To Do
New files only shown when unstaged set to Clean or All,SRCTREEWIN-13320,bug,low,minor,3,27,11-Nov-20,,,To Do
Sourcetree hangs when I mousewheel on the diff. area on the bottom right corner,SRCTREEWIN-13318,bug,low,major,5,20,10-Nov-20,,,To Do
Typo in German translation for pulling a branch,SRCTREEWIN-13317,bug,low,minor,5,18,10-Nov-20,,,To Do
cant add more than one Azure devops account from 2 different emails/users - wrong user is sent through,SRCTREEWIN-13316,bug,low,critical,2,8,10-Nov-20,,,To Do
It will always add user document to tab when open the process,SRCTREEWIN-13310,bug,low,minor,5,7,6-Nov-20,,,To Do
Stages and Unstaged files area is not getting updated/refreshed,SRCTREEWIN-13309,bug,low,major,4,22,22-Jan-20,10-Nov-20,32511,Done
Staged files view does not update after adding files,SRCTREEWIN-13308,bug,low,minor,3,8,28-Jan-20,,,To Do
SourceTree starts then Closes - even after uninstal and remove local appdata - where is the list of connections its is trying,SRCTREEWIN-13307,bug,low,major,2,16,3-Nov-20,6-Dec-21,32513,Done
SourceTree freezes when scrolling down,SRCTREEWIN-13305,bug,low,major,7,20,21-Aug-20,15-Jan-21,32514,Done
SourceTree crashes after checkout of a BitBucket Repo in SourceTree,SRCTREEWIN-13304,bug,low,major,1,3,2-Nov-20,,,To Do
Tags that contain commas are cut off in the Sourcetree History View,SRCTREEWIN-13290,bug,low,major,3,17,28-Oct-20,,,To Do
Subtree Dissappears from Stash after Reopening Sourcetree,SRCTREEWIN-13288,bug,low,minor,4,24,27-Oct-20,,,To Do
Error message for failing conenction does not have enough info,SRCTREEWIN-13285,bug,low,major,4,23,22-Oct-20,30-Oct-20,32518,Done
Remote repositories search can't find some repos,SRCTREEWIN-13284,bug,low,major,4,2,27-Oct-20,,,To Do
Sourcetree is freesing on large binary files,SRCTREEWIN-13263,bug,low,minor,6,25,23-Oct-20,,,To Do
If I upload new application version to the server there is an error,SRCTREEWIN-13262,bug,low,minor,1,26,21-Oct-20,,,To Do
Differing behavior - launching terminal,SRCTREEWIN-13261,bug,low,major,6,19,20-Oct-20,,,To Do
Wrong link on report a bug form,SRCTREEWIN-13260,bug,low,minor,2,1,20-Oct-20,30-Oct-20,32523,Done
Drag/drop of local repositories does not work correctly,SRCTREEWIN-13259,bug,medium,minor,6,30,6-Jun-19,15-Jan-21,32524,Done
SourceTree: Commit screen is not refreshing as it was always do!,SRCTREEWIN-13258,bug,low,critical,4,12,20-Jan-20,10-Nov-20,32525,Done
Crash on checking out branch from browser,SRCTREEWIN-13257,bug,low,minor,4,4,14-Jan-20,22-Feb-21,32526,Done
Repository settings in optional extended integration with e.g. Bitbucket Server are not persisted,SRCTREEWIN-13256,bug,low,major,8,29,15-Oct-20,,,To Do
Source v3.3.6 Refresh Issue,SRCTREEWIN-13255,bug,low,critical,2,21,13-Jan-20,30-Oct-20,32528,Done
Open remote - URL customization,SRCTREEWIN-13254,bug,low,minor,4,14,15-Oct-20,,,To Do
Crash on Edit Remote,SRCTREEWIN-13253,bug,low,minor,5,13,14-Oct-20,18-Jan-21,32530,Done
GitHub repositories are not showing in Remote repositories,SRCTREEWIN-13252,bug,low,minor,1,18,11-Oct-20,10-Nov-20,32531,Done
GitHub repositories are not showing in Remote repositories,SRCTREEWIN-13251,bug,low,minor,5,16,10-Oct-20,10-Nov-20,32532,Done
"The tab name for the cloned repository overruns the close, 'x', button.",SRCTREEWIN-13250,bug,low,minor,1,2,9-Oct-20,,,To Do
Source tree Version 3.3.6 on Windows 10 Professional hangs,SRCTREEWIN-13249,bug,low,minor,1,13,8-Oct-20,,,To Do
Keep Tree View / Flat List option separated for File Status and History,SRCTREEWIN-13248,suggestion,low,,7,24,7-Oct-20,,,To Do
index.lock error when Visual Studio is opened,SRCTREEWIN-13247,bug,low,major,1,18,7-Oct-20,,,To Do
Git tutorial bug,SRCTREEWIN-13246,bug,low,minor,5,19,5-Oct-20,,,To Do
Allow copy and paste of URL generated by Refresh OAuth Token,SRCTREEWIN-13245,suggestion,low,,7,19,4-Oct-20,,,To Do
Sourcetree keeps asking for password for bitbucket.org,SRCTREEWIN-13244,bug,low,major,2,19,1-Oct-20,,,To Do
SourceTree crashes every time I try to do a Checkout from Bitbucket,SRCTREEWIN-13243,bug,low,major,6,20,30-Sep-20,,,To Do
Sourcetree auto suspend on Windows 10,SRCTREEWIN-13237,bug,low,critical,7,18,23-Sep-20,,,To Do
Crash when closing Options dialog,SRCTREEWIN-13236,bug,low,critical,1,26,22-Sep-20,,,To Do
Wrong items is suggested for deletion,SRCTREEWIN-13233,bug,low,minor,6,30,21-Sep-20,,,To Do
Unable to resolve conflicts using source tree v3.3.9,SRCTREEWIN-13232,bug,low,critical,5,14,21-Sep-20,,,To Do
Scrolling to bottom of file content pane freezes program,SRCTREEWIN-13225,bug,low,major,8,20,17-Sep-20,22-Jan-21,32545,Done
Unable to open Kdiff3 external tool to resolve conflicts,SRCTREEWIN-13224,bug,low,critical,4,5,14-Sep-20,,,To Do
commit time in 24h format,SRCTREEWIN-13223,bug,low,minor,5,7,14-Sep-20,,,To Do
Modal window for Create Patch not usable on smaller screens,SRCTREEWIN-13222,bug,low,critical,4,27,13-Sep-20,,,To Do
3.3.9.3870 version crash sometime when trying to open a Repository  from local repositories,SRCTREEWIN-13221,bug,low,critical,3,29,11-Sep-20,,,To Do
Scrolling block,SRCTREEWIN-13220,bug,low,major,1,6,11-Sep-20,22-Jan-21,32550,Done
Push popup has no branches listed and does not allow to proceed,SRCTREEWIN-13219,bug,low,critical,5,11,11-Sep-20,,,To Do
Line not fully visible in diff,SRCTREEWIN-13218,bug,low,minor,5,19,10-Sep-20,,,To Do
SourceTree 3.3.9 Windows Hangs,SRCTREEWIN-13217,bug,low,major,7,22,10-Sep-20,15-Jan-21,32553,Done
"Select Next Unstaged File when clicking ""Stage Selected""",SRCTREEWIN-13216,suggestion,low,,1,20,9-Sep-20,,,To Do
